Municipios;Distritos;Secciones;Índice de Gini y Distribución de la renta P80/P20;Periodo;Total
28079 Madrid;2807901 Madrid distrito 01;2807901025 Madrid sección 01025;Índice de Gini;2016;39,8
28079 Madrid;2807901 Madrid distrito 01;2807901025 Madrid sección 01025;Índice de Gini;2015;37,4
28079 Madrid;2807901 Madrid distrito 01;2807901025 Madrid sección 01025;Distribución de la renta P80/P20;2023;4
28079 Madrid;2807901 Madrid distrito 01;2807901025 Madrid sección 01025;Distribución de la renta P80/P20;2022;4
28079 Madrid;2807901 Madrid distrito 01;2807901025 Madrid sección 01025;Distribución de la renta P80/P20;2021;3,6
28079 Madrid;2807901 Madrid distrito 01;2807901025 Madrid sección 01025;Distribución de la renta P80/P20;2020;3,5
28079 Madrid;2807901 Madrid distrito 01;2807901025 Madrid sección 01025;Distribución de la renta P80/P20;2019;3,8
28079 Madrid;2807901 Madrid distrito 01;2807901025 Madrid sección 01025;Distribución de la renta P80/P20;2018;4
28079 Madrid;2807901 Madrid distrito 01;2807901025 Madrid sección 01025;Distribución de la renta P80/P20;2017;4
28079 Madrid;2807901 Madrid distrito 01;2807901025 Madrid sección 01025;Distribución de la renta P80/P20;2016;3,6
28079 Madrid;2807901 Madrid distrito 01;2807901025 Madrid sección 01025;Distribución de la renta P80/P20;2015;3,6
28079 Madrid;2807901 Madrid distrito 01;2807901026 Madrid sección 01026;Índice de Gini;2023;40,2
28079 Madrid;2807901 Madrid distrito 01;2807901026 Madrid sección 01026;Índice de Gini;2022;39,8
28079 Madrid;2807901 Madrid distrito 01;2807901026 Madrid sección 01026;Índice de Gini;2021;41,8
28079 Madrid;2807901 Madrid distrito 01;2807901026 Madrid sección 01026;Índice de Gini;2020;43,7
28079 Madrid;2807901 Madrid distrito 01;2807901026 Madrid sección 01026;Índice de Gini;2019;40,2
28079 Madrid;2807901 Madrid distrito 01;2807901026 Madrid sección 01026;Índice de Gini;2018;38,7
28079 Madrid;2807901 Madrid distrito 01;2807901026 Madrid sección 01026;Índice de Gini;2017;41,5
28079 Madrid;2807901 Madrid distrito 01;2807901026 Madrid sección 01026;Índice de Gini;2016;39,5
28079 Madrid;2807901 Madrid distrito 01;2807901026 Madrid sección 01026;Índice de Gini;2015;39,6
28079 Madrid;2807901 Madrid distrito 01;2807901026 Madrid sección 01026;Distribución de la renta P80/P20;2023;4,1
28079 Madrid;2807901 Madrid distrito 01;2807901026 Madrid sección 01026;Distribución de la renta P80/P20;2022;4,1
28079 Madrid;2807901 Madrid distrito 01;2807901026 Madrid sección 01026;Distribución de la renta P80/P20;2021;4,2
28079 Madrid;2807901 Madrid distrito 01;2807901026 Madrid sección 01026;Distribución de la renta P80/P20;2020;4,3
28079 Madrid;2807901 Madrid distrito 01;2807901026 Madrid sección 01026;Distribución de la renta P80/P20;2019;3,7
28079 Madrid;2807901 Madrid distrito 01;2807901026 Madrid sección 01026;Distribución de la renta P80/P20;2018;3,7
28079 Madrid;2807901 Madrid distrito 01;2807901026 Madrid sección 01026;Distribución de la renta P80/P20;2017;4,2
28079 Madrid;2807901 Madrid distrito 01;2807901026 Madrid sección 01026;Distribución de la renta P80/P20;2016;4,1
28079 Madrid;2807901 Madrid distrito 01;2807901026 Madrid sección 01026;Distribución de la renta P80/P20;2015;4,2
28079 Madrid;2807901 Madrid distrito 01;2807901027 Madrid sección 01027;Índice de Gini;2023;37,9
28079 Madrid;2807901 Madrid distrito 01;2807901027 Madrid sección 01027;Índice de Gini;2022;38,4
28079 Madrid;2807901 Madrid distrito 01;2807901027 Madrid sección 01027;Índice de Gini;2021;37,2
28079 Madrid;2807901 Madrid distrito 01;2807901027 Madrid sección 01027;Índice de Gini;2020;37,9
28079 Madrid;2807901 Madrid distrito 01;2807901027 Madrid sección 01027;Índice de Gini;2019;38,3
28079 Madrid;2807901 Madrid distrito 01;2807901027 Madrid sección 01027;Índice de Gini;2018;39,2
28079 Madrid;2807901 Madrid distrito 01;2807901027 Madrid sección 01027;Índice de Gini;2017;40
28079 Madrid;2807901 Madrid distrito 01;2807901027 Madrid sección 01027;Índice de Gini;2016;40,9
28079 Madrid;2807901 Madrid distrito 01;2807901027 Madrid sección 01027;Índice de Gini;2015;40,3
28079 Madrid;2807901 Madrid distrito 01;2807901027 Madrid sección 01027;Distribución de la renta P80/P20;2023;3,7
28079 Madrid;2807901 Madrid distrito 01;2807901027 Madrid sección 01027;Distribución de la renta P80/P20;2022;3,6
28079 Madrid;2807901 Madrid distrito 01;2807901027 Madrid sección 01027;Distribución de la renta P80/P20;2021;3,7
28079 Madrid;2807901 Madrid distrito 01;2807901027 Madrid sección 01027;Distribución de la renta P80/P20;2020;3,5
28079 Madrid;2807901 Madrid distrito 01;2807901027 Madrid sección 01027;Distribución de la renta P80/P20;2019;3,2
28079 Madrid;2807901 Madrid distrito 01;2807901027 Madrid sección 01027;Distribución de la renta P80/P20;2018;3,5
28079 Madrid;2807901 Madrid distrito 01;2807901027 Madrid sección 01027;Distribución de la renta P80/P20;2017;3,7
28079 Madrid;2807901 Madrid distrito 01;2807901027 Madrid sección 01027;Distribución de la renta P80/P20;2016;4,3
28079 Madrid;2807901 Madrid distrito 01;2807901027 Madrid sección 01027;Distribución de la renta P80/P20;2015;4,5
28079 Madrid;2807901 Madrid distrito 01;2807901028 Madrid sección 01028;Índice de Gini;2023;37,3
28079 Madrid;2807901 Madrid distrito 01;2807901028 Madrid sección 01028;Índice de Gini;2022;37,3
28079 Madrid;2807901 Madrid distrito 01;2807901028 Madrid sección 01028;Índice de Gini;2021;38,2
28079 Madrid;2807901 Madrid distrito 01;2807901028 Madrid sección 01028;Índice de Gini;2020;39,1
28079 Madrid;2807901 Madrid distrito 01;2807901028 Madrid sección 01028;Índice de Gini;2019;38,6
28079 Madrid;2807901 Madrid distrito 01;2807901028 Madrid sección 01028;Índice de Gini;2018;39
28079 Madrid;2807901 Madrid distrito 01;2807901028 Madrid sección 01028;Índice de Gini;2017;37,6
28079 Madrid;2807901 Madrid distrito 01;2807901028 Madrid sección 01028;Índice de Gini;2016;39,8
28079 Madrid;2807901 Madrid distrito 01;2807901028 Madrid sección 01028;Índice de Gini;2015;39,9
28079 Madrid;2807901 Madrid distrito 01;2807901028 Madrid sección 01028;Distribución de la renta P80/P20;2023;3,2
28079 Madrid;2807901 Madrid distrito 01;2807901028 Madrid sección 01028;Distribución de la renta P80/P20;2022;3,8
28079 Madrid;2807901 Madrid distrito 01;2807901028 Madrid sección 01028;Distribución de la renta P80/P20;2021;3,7
28079 Madrid;2807901 Madrid distrito 01;2807901028 Madrid sección 01028;Distribución de la renta P80/P20;2020;3,6
28079 Madrid;2807901 Madrid distrito 01;2807901028 Madrid sección 01028;Distribución de la renta P80/P20;2019;3,6
28079 Madrid;2807901 Madrid distrito 01;2807901028 Madrid sección 01028;Distribución de la renta P80/P20;2018;4,1
28079 Madrid;2807901 Madrid distrito 01;2807901028 Madrid sección 01028;Distribución de la renta P80/P20;2017;3,3
28079 Madrid;2807901 Madrid distrito 01;2807901028 Madrid sección 01028;Distribución de la renta P80/P20;2016;4,1
28079 Madrid;2807901 Madrid distrito 01;2807901028 Madrid sección 01028;Distribución de la renta P80/P20;2015;4,5
28079 Madrid;2807901 Madrid distrito 01;2807901029 Madrid sección 01029;Índice de Gini;2023;37,2
28079 Madrid;2807901 Madrid distrito 01;2807901029 Madrid sección 01029;Índice de Gini;2022;38,2
28079 Madrid;2807901 Madrid distrito 01;2807901029 Madrid sección 01029;Índice de Gini;2021;38,8
28079 Madrid;2807901 Madrid distrito 01;2807901029 Madrid sección 01029;Índice de Gini;2020;37,7
28079 Madrid;2807901 Madrid distrito 01;2807901029 Madrid sección 01029;Índice de Gini;2019;37,3
28079 Madrid;2807901 Madrid distrito 01;2807901029 Madrid sección 01029;Índice de Gini;2018;38,3
28079 Madrid;2807901 Madrid distrito 01;2807901029 Madrid sección 01029;Índice de Gini;2017;38,8
28079 Madrid;2807901 Madrid distrito 01;2807901029 Madrid sección 01029;Índice de Gini;2016;39,9
28079 Madrid;2807901 Madrid distrito 01;2807901029 Madrid sección 01029;Índice de Gini;2015;40,7
28079 Madrid;2807901 Madrid distrito 01;2807901029 Madrid sección 01029;Distribución de la renta P80/P20;2023;3,5
28079 Madrid;2807901 Madrid distrito 01;2807901029 Madrid sección 01029;Distribución de la renta P80/P20;2022;3,6
28079 Madrid;2807901 Madrid distrito 01;2807901029 Madrid sección 01029;Distribución de la renta P80/P20;2021;3,6
28079 Madrid;2807901 Madrid distrito 01;2807901029 Madrid sección 01029;Distribución de la renta P80/P20;2020;3,8
28079 Madrid;2807901 Madrid distrito 01;2807901029 Madrid sección 01029;Distribución de la renta P80/P20;2019;3,2
28079 Madrid;2807901 Madrid distrito 01;2807901029 Madrid sección 01029;Distribución de la renta P80/P20;2018;3,9
28079 Madrid;2807901 Madrid distrito 01;2807901029 Madrid sección 01029;Distribución de la renta P80/P20;2017;4,1
28079 Madrid;2807901 Madrid distrito 01;2807901029 Madrid sección 01029;Distribución de la renta P80/P20;2016;3,9
28079 Madrid;2807901 Madrid distrito 01;2807901029 Madrid sección 01029;Distribución de la renta P80/P20;2015;3,8
28079 Madrid;2807901 Madrid distrito 01;2807901030 Madrid sección 01030;Índice de Gini;2023;38
28079 Madrid;2807901 Madrid distrito 01;2807901030 Madrid sección 01030;Índice de Gini;2022;38,1
28079 Madrid;2807901 Madrid distrito 01;2807901030 Madrid sección 01030;Índice de Gini;2021;39,2
28079 Madrid;2807901 Madrid distrito 01;2807901030 Madrid sección 01030;Índice de Gini;2020;39,3
28079 Madrid;2807901 Madrid distrito 01;2807901030 Madrid sección 01030;Índice de Gini;2019;38,6
28079 Madrid;2807901 Madrid distrito 01;2807901030 Madrid sección 01030;Índice de Gini;2018;39,9
28079 Madrid;2807901 Madrid distrito 01;2807901030 Madrid sección 01030;Índice de Gini;2017;40,4
28079 Madrid;2807901 Madrid distrito 01;2807901030 Madrid sección 01030;Índice de Gini;2016;40,6
28079 Madrid;2807901 Madrid distrito 01;2807901030 Madrid sección 01030;Índice de Gini;2015;42,1
28079 Madrid;2807901 Madrid distrito 01;2807901030 Madrid sección 01030;Distribución de la renta P80/P20;2023;3,3
28079 Madrid;2807901 Madrid distrito 01;2807901030 Madrid sección 01030;Distribución de la renta P80/P20;2022;3,9
28079 Madrid;2807901 Madrid distrito 01;2807901030 Madrid sección 01030;Distribución de la renta P80/P20;2021;4,2
28079 Madrid;2807901 Madrid distrito 01;2807901030 Madrid sección 01030;Distribución de la renta P80/P20;2020;4,1
28079 Madrid;2807901 Madrid distrito 01;2807901030 Madrid sección 01030;Distribución de la renta P80/P20;2019;3,8
28079 Madrid;2807901 Madrid distrito 01;2807901030 Madrid sección 01030;Distribución de la renta P80/P20;2018;4,3
28079 Madrid;2807901 Madrid distrito 01;2807901030 Madrid sección 01030;Distribución de la renta P80/P20;2017;4,6
28079 Madrid;2807901 Madrid distrito 01;2807901030 Madrid sección 01030;Distribución de la renta P80/P20;2016;4,3
28079 Madrid;2807901 Madrid distrito 01;2807901030 Madrid sección 01030;Distribución de la renta P80/P20;2015;4,8
28079 Madrid;2807901 Madrid distrito 01;2807901031 Madrid sección 01031;Índice de Gini;2023;37,3
28079 Madrid;2807901 Madrid distrito 01;2807901031 Madrid sección 01031;Índice de Gini;2022;37,8
28079 Madrid;2807901 Madrid distrito 01;2807901031 Madrid sección 01031;Índice de Gini;2021;37,5
28079 Madrid;2807901 Madrid distrito 01;2807901031 Madrid sección 01031;Índice de Gini;2020;38,3
28079 Madrid;2807901 Madrid distrito 01;2807901031 Madrid sección 01031;Índice de Gini;2019;37,9
28079 Madrid;2807901 Madrid distrito 01;2807901031 Madrid sección 01031;Índice de Gini;2018;39,4
28079 Madrid;2807901 Madrid distrito 01;2807901031 Madrid sección 01031;Índice de Gini;2017;39,5
28079 Madrid;2807901 Madrid distrito 01;2807901031 Madrid sección 01031;Índice de Gini;2016;40,8
28079 Madrid;2807901 Madrid distrito 01;2807901031 Madrid sección 01031;Índice de Gini;2015;41,6
28079 Madrid;2807901 Madrid distrito 01;2807901031 Madrid sección 01031;Distribución de la renta P80/P20;2023;3,5
28079 Madrid;2807901 Madrid distrito 01;2807901031 Madrid sección 01031;Distribución de la renta P80/P20;2022;3,7
28079 Madrid;2807901 Madrid distrito 01;2807901031 Madrid sección 01031;Distribución de la renta P80/P20;2021;3,3
28079 Madrid;2807901 Madrid distrito 01;2807901031 Madrid sección 01031;Distribución de la renta P80/P20;2020;3,8
28079 Madrid;2807901 Madrid distrito 01;2807901031 Madrid sección 01031;Distribución de la renta P80/P20;2019;3,5
28079 Madrid;2807901 Madrid distrito 01;2807901031 Madrid sección 01031;Distribución de la renta P80/P20;2018;4,2
28079 Madrid;2807901 Madrid distrito 01;2807901031 Madrid sección 01031;Distribución de la renta P80/P20;2017;4,1
28079 Madrid;2807901 Madrid distrito 01;2807901031 Madrid sección 01031;Distribución de la renta P80/P20;2016;4,3
28079 Madrid;2807901 Madrid distrito 01;2807901031 Madrid sección 01031;Distribución de la renta P80/P20;2015;4,1
28079 Madrid;2807901 Madrid distrito 01;2807901032 Madrid sección 01032;Índice de Gini;2023;34,2
28079 Madrid;2807901 Madrid distrito 01;2807901032 Madrid sección 01032;Índice de Gini;2022;33,5
28079 Madrid;2807901 Madrid distrito 01;2807901032 Madrid sección 01032;Índice de Gini;2021;34,3
28079 Madrid;2807901 Madrid distrito 01;2807901032 Madrid sección 01032;Índice de Gini;2020;35
28079 Madrid;2807901 Madrid distrito 01;2807901032 Madrid sección 01032;Índice de Gini;2019;34,5
28079 Madrid;2807901 Madrid distrito 01;2807901032 Madrid sección 01032;Índice de Gini;2018;35,4
28079 Madrid;2807901 Madrid distrito 01;2807901032 Madrid sección 01032;Índice de Gini;2017;35
28079 Madrid;2807901 Madrid distrito 01;2807901032 Madrid sección 01032;Índice de Gini;2016;36,4
28079 Madrid;2807901 Madrid distrito 01;2807901032 Madrid sección 01032;Índice de Gini;2015;36,4
28079 Madrid;2807901 Madrid distrito 01;2807901032 Madrid sección 01032;Distribución de la renta P80/P20;2023;3,3
28079 Madrid;2807901 Madrid distrito 01;2807901032 Madrid sección 01032;Distribución de la renta P80/P20;2022;3,1
28079 Madrid;2807901 Madrid distrito 01;2807901032 Madrid sección 01032;Distribución de la renta P80/P20;2021;3,1
28079 Madrid;2807901 Madrid distrito 01;2807901032 Madrid sección 01032;Distribución de la renta P80/P20;2020;3,4
28079 Madrid;2807901 Madrid distrito 01;2807901032 Madrid sección 01032;Distribución de la renta P80/P20;2019;3,3
28079 Madrid;2807901 Madrid distrito 01;2807901032 Madrid sección 01032;Distribución de la renta P80/P20;2018;3,5
28079 Madrid;2807901 Madrid distrito 01;2807901032 Madrid sección 01032;Distribución de la renta P80/P20;2017;3,4
28079 Madrid;2807901 Madrid distrito 01;2807901032 Madrid sección 01032;Distribución de la renta P80/P20;2016;3,4
28079 Madrid;2807901 Madrid distrito 01;2807901032 Madrid sección 01032;Distribución de la renta P80/P20;2015;3,5
28079 Madrid;2807901 Madrid distrito 01;2807901033 Madrid sección 01033;Índice de Gini;2023;38,1
28079 Madrid;2807901 Madrid distrito 01;2807901033 Madrid sección 01033;Índice de Gini;2022;35,6
28079 Madrid;2807901 Madrid distrito 01;2807901033 Madrid sección 01033;Índice de Gini;2021;37
28079 Madrid;2807901 Madrid distrito 01;2807901033 Madrid sección 01033;Índice de Gini;2020;37,1
28079 Madrid;2807901 Madrid distrito 01;2807901033 Madrid sección 01033;Índice de Gini;2019;37,7
28079 Madrid;2807901 Madrid distrito 01;2807901033 Madrid sección 01033;Índice de Gini;2018;39
28079 Madrid;2807901 Madrid distrito 01;2807901033 Madrid sección 01033;Índice de Gini;2017;38
28079 Madrid;2807901 Madrid distrito 01;2807901033 Madrid sección 01033;Índice de Gini;2016;38,4
28079 Madrid;2807901 Madrid distrito 01;2807901033 Madrid sección 01033;Índice de Gini;2015;38,5
28079 Madrid;2807901 Madrid distrito 01;2807901033 Madrid sección 01033;Distribución de la renta P80/P20;2023;3,9
28079 Madrid;2807901 Madrid distrito 01;2807901033 Madrid sección 01033;Distribución de la renta P80/P20;2022;3,4
28079 Madrid;2807901 Madrid distrito 01;2807901033 Madrid sección 01033;Distribución de la renta P80/P20;2021;3,5
28079 Madrid;2807901 Madrid distrito 01;2807901033 Madrid sección 01033;Distribución de la renta P80/P20;2020;3,4
28079 Madrid;2807901 Madrid distrito 01;2807901033 Madrid sección 01033;Distribución de la renta P80/P20;2019;3,7
28079 Madrid;2807901 Madrid distrito 01;2807901033 Madrid sección 01033;Distribución de la renta P80/P20;2018;3,7
28079 Madrid;2807901 Madrid distrito 01;2807901033 Madrid sección 01033;Distribución de la renta P80/P20;2017;3,7
28079 Madrid;2807901 Madrid distrito 01;2807901033 Madrid sección 01033;Distribución de la renta P80/P20;2016;4,5
28079 Madrid;2807901 Madrid distrito 01;2807901033 Madrid sección 01033;Distribución de la renta P80/P20;2015;3,9
28079 Madrid;2807901 Madrid distrito 01;2807901034 Madrid sección 01034;Índice de Gini;2023;37,7
28079 Madrid;2807901 Madrid distrito 01;2807901034 Madrid sección 01034;Índice de Gini;2022;38,4
28079 Madrid;2807901 Madrid distrito 01;2807901034 Madrid sección 01034;Índice de Gini;2021;38,9
28079 Madrid;2807901 Madrid distrito 01;2807901034 Madrid sección 01034;Índice de Gini;2020;41,7
28079 Madrid;2807901 Madrid distrito 01;2807901034 Madrid sección 01034;Índice de Gini;2019;40,7
28079 Madrid;2807901 Madrid distrito 01;2807901034 Madrid sección 01034;Índice de Gini;2018;42,3
28079 Madrid;2807901 Madrid distrito 01;2807901034 Madrid sección 01034;Índice de Gini;2017;41
