Municipios;Distritos;Secciones;Índice de Gini y Distribución de la renta P80/P20;Periodo;Total
28079 Madrid;2807911 Madrid distrito 11;2807911043 Madrid sección 11043;Distribución de la renta P80/P20;2017;3,2
28079 Madrid;2807911 Madrid distrito 11;2807911043 Madrid sección 11043;Distribución de la renta P80/P20;2016;3,1
28079 Madrid;2807911 Madrid distrito 11;2807911043 Madrid sección 11043;Distribución de la renta P80/P20;2015;2,9
28079 Madrid;2807911 Madrid distrito 11;2807911044 Madrid sección 11044;Índice de Gini;2023;28,6
28079 Madrid;2807911 Madrid distrito 11;2807911044 Madrid sección 11044;Índice de Gini;2022;27,7
28079 Madrid;2807911 Madrid distrito 11;2807911044 Madrid sección 11044;Índice de Gini;2021;28,8
28079 Madrid;2807911 Madrid distrito 11;2807911044 Madrid sección 11044;Índice de Gini;2020;29,9
28079 Madrid;2807911 Madrid distrito 11;2807911044 Madrid sección 11044;Índice de Gini;2019;27,9
28079 Madrid;2807911 Madrid distrito 11;2807911044 Madrid sección 11044;Índice de Gini;2018;29,1
28079 Madrid;2807911 Madrid distrito 11;2807911044 Madrid sección 11044;Índice de Gini;2017;29,5
28079 Madrid;2807911 Madrid distrito 11;2807911044 Madrid sección 11044;Índice de Gini;2016;30,2
28079 Madrid;2807911 Madrid distrito 11;2807911044 Madrid sección 11044;Índice de Gini;2015;28,7
28079 Madrid;2807911 Madrid distrito 11;2807911044 Madrid sección 11044;Distribución de la renta P80/P20;2023;2,8
28079 Madrid;2807911 Madrid distrito 11;2807911044 Madrid sección 11044;Distribución de la renta P80/P20;2022;2,7
28079 Madrid;2807911 Madrid distrito 11;2807911044 Madrid sección 11044;Distribución de la renta P80/P20;2021;2,6
28079 Madrid;2807911 Madrid distrito 11;2807911044 Madrid sección 11044;Distribución de la renta P80/P20;2020;2,8
28079 Madrid;2807911 Madrid distrito 11;2807911044 Madrid sección 11044;Distribución de la renta P80/P20;2019;2,5
28079 Madrid;2807911 Madrid distrito 11;2807911044 Madrid sección 11044;Distribución de la renta P80/P20;2018;2,7
28079 Madrid;2807911 Madrid distrito 11;2807911044 Madrid sección 11044;Distribución de la renta P80/P20;2017;2,7
28079 Madrid;2807911 Madrid distrito 11;2807911044 Madrid sección 11044;Distribución de la renta P80/P20;2016;2,7
28079 Madrid;2807911 Madrid distrito 11;2807911044 Madrid sección 11044;Distribución de la renta P80/P20;2015;2,7
28079 Madrid;2807911 Madrid distrito 11;2807911045 Madrid sección 11045;Índice de Gini;2023;30,4
28079 Madrid;2807911 Madrid distrito 11;2807911045 Madrid sección 11045;Índice de Gini;2022;27,9
28079 Madrid;2807911 Madrid distrito 11;2807911045 Madrid sección 11045;Índice de Gini;2021;28,5
28079 Madrid;2807911 Madrid distrito 11;2807911045 Madrid sección 11045;Índice de Gini;2020;30,1
28079 Madrid;2807911 Madrid distrito 11;2807911045 Madrid sección 11045;Índice de Gini;2019;31,4
28079 Madrid;2807911 Madrid distrito 11;2807911045 Madrid sección 11045;Índice de Gini;2018;32,3
28079 Madrid;2807911 Madrid distrito 11;2807911045 Madrid sección 11045;Índice de Gini;2017;33,9
28079 Madrid;2807911 Madrid distrito 11;2807911045 Madrid sección 11045;Índice de Gini;2016;33,9
28079 Madrid;2807911 Madrid distrito 11;2807911045 Madrid sección 11045;Índice de Gini;2015;33,1
28079 Madrid;2807911 Madrid distrito 11;2807911045 Madrid sección 11045;Distribución de la renta P80/P20;2023;2,9
28079 Madrid;2807911 Madrid distrito 11;2807911045 Madrid sección 11045;Distribución de la renta P80/P20;2022;2,6
28079 Madrid;2807911 Madrid distrito 11;2807911045 Madrid sección 11045;Distribución de la renta P80/P20;2021;2,6
28079 Madrid;2807911 Madrid distrito 11;2807911045 Madrid sección 11045;Distribución de la renta P80/P20;2020;2,7
28079 Madrid;2807911 Madrid distrito 11;2807911045 Madrid sección 11045;Distribución de la renta P80/P20;2019;3,1
28079 Madrid;2807911 Madrid distrito 11;2807911045 Madrid sección 11045;Distribución de la renta P80/P20;2018;2,8
28079 Madrid;2807911 Madrid distrito 11;2807911045 Madrid sección 11045;Distribución de la renta P80/P20;2017;3,3
28079 Madrid;2807911 Madrid distrito 11;2807911045 Madrid sección 11045;Distribución de la renta P80/P20;2016;2,9
28079 Madrid;2807911 Madrid distrito 11;2807911045 Madrid sección 11045;Distribución de la renta P80/P20;2015;3,1
28079 Madrid;2807911 Madrid distrito 11;2807911046 Madrid sección 11046;Índice de Gini;2023;30,8
28079 Madrid;2807911 Madrid distrito 11;2807911046 Madrid sección 11046;Índice de Gini;2022;31,4
28079 Madrid;2807911 Madrid distrito 11;2807911046 Madrid sección 11046;Índice de Gini;2021;31
28079 Madrid;2807911 Madrid distrito 11;2807911046 Madrid sección 11046;Índice de Gini;2020;32,2
28079 Madrid;2807911 Madrid distrito 11;2807911046 Madrid sección 11046;Índice de Gini;2019;32
28079 Madrid;2807911 Madrid distrito 11;2807911046 Madrid sección 11046;Índice de Gini;2018;31,7
28079 Madrid;2807911 Madrid distrito 11;2807911046 Madrid sección 11046;Índice de Gini;2017;33,3
28079 Madrid;2807911 Madrid distrito 11;2807911046 Madrid sección 11046;Índice de Gini;2016;31,8
28079 Madrid;2807911 Madrid distrito 11;2807911046 Madrid sección 11046;Índice de Gini;2015;32
28079 Madrid;2807911 Madrid distrito 11;2807911046 Madrid sección 11046;Distribución de la renta P80/P20;2023;2,7
28079 Madrid;2807911 Madrid distrito 11;2807911046 Madrid sección 11046;Distribución de la renta P80/P20;2022;2,7
28079 Madrid;2807911 Madrid distrito 11;2807911046 Madrid sección 11046;Distribución de la renta P80/P20;2021;2,7
28079 Madrid;2807911 Madrid distrito 11;2807911046 Madrid sección 11046;Distribución de la renta P80/P20;2020;2,9
28079 Madrid;2807911 Madrid distrito 11;2807911046 Madrid sección 11046;Distribución de la renta P80/P20;2019;2,7
28079 Madrid;2807911 Madrid distrito 11;2807911046 Madrid sección 11046;Distribución de la renta P80/P20;2018;2,7
28079 Madrid;2807911 Madrid distrito 11;2807911046 Madrid sección 11046;Distribución de la renta P80/P20;2017;2,9
28079 Madrid;2807911 Madrid distrito 11;2807911046 Madrid sección 11046;Distribución de la renta P80/P20;2016;2,6
28079 Madrid;2807911 Madrid distrito 11;2807911046 Madrid sección 11046;Distribución de la renta P80/P20;2015;2,8
28079 Madrid;2807911 Madrid distrito 11;2807911047 Madrid sección 11047;Índice de Gini;2023;32,4
28079 Madrid;2807911 Madrid distrito 11;2807911047 Madrid sección 11047;Índice de Gini;2022;31,8
28079 Madrid;2807911 Madrid distrito 11;2807911047 Madrid sección 11047;Índice de Gini;2021;31,7
28079 Madrid;2807911 Madrid distrito 11;2807911047 Madrid sección 11047;Índice de Gini;2020;34,9
28079 Madrid;2807911 Madrid distrito 11;2807911047 Madrid sección 11047;Índice de Gini;2019;34,2
28079 Madrid;2807911 Madrid distrito 11;2807911047 Madrid sección 11047;Índice de Gini;2018;33,5
28079 Madrid;2807911 Madrid distrito 11;2807911047 Madrid sección 11047;Índice de Gini;2017;33,7
28079 Madrid;2807911 Madrid distrito 11;2807911047 Madrid sección 11047;Índice de Gini;2016;34,5
28079 Madrid;2807911 Madrid distrito 11;2807911047 Madrid sección 11047;Índice de Gini;2015;35,6
28079 Madrid;2807911 Madrid distrito 11;2807911047 Madrid sección 11047;Distribución de la renta P80/P20;2023;2,9
28079 Madrid;2807911 Madrid distrito 11;2807911047 Madrid sección 11047;Distribución de la renta P80/P20;2022;2,8
28079 Madrid;2807911 Madrid distrito 11;2807911047 Madrid sección 11047;Distribución de la renta P80/P20;2021;2,8
28079 Madrid;2807911 Madrid distrito 11;2807911047 Madrid sección 11047;Distribución de la renta P80/P20;2020;3,4
28079 Madrid;2807911 Madrid distrito 11;2807911047 Madrid sección 11047;Distribución de la renta P80/P20;2019;3,3
28079 Madrid;2807911 Madrid distrito 11;2807911047 Madrid sección 11047;Distribución de la renta P80/P20;2018;3,3
28079 Madrid;2807911 Madrid distrito 11;2807911047 Madrid sección 11047;Distribución de la renta P80/P20;2017;3,1
28079 Madrid;2807911 Madrid distrito 11;2807911047 Madrid sección 11047;Distribución de la renta P80/P20;2016;3,2
28079 Madrid;2807911 Madrid distrito 11;2807911047 Madrid sección 11047;Distribución de la renta P80/P20;2015;3,6
28079 Madrid;2807911 Madrid distrito 11;2807911048 Madrid sección 11048;Índice de Gini;2023;36,7
28079 Madrid;2807911 Madrid distrito 11;2807911048 Madrid sección 11048;Índice de Gini;2022;36,8
28079 Madrid;2807911 Madrid distrito 11;2807911048 Madrid sección 11048;Índice de Gini;2021;37,2
28079 Madrid;2807911 Madrid distrito 11;2807911048 Madrid sección 11048;Índice de Gini;2020;38,2
28079 Madrid;2807911 Madrid distrito 11;2807911048 Madrid sección 11048;Índice de Gini;2019;37,5
28079 Madrid;2807911 Madrid distrito 11;2807911048 Madrid sección 11048;Índice de Gini;2018;38,8
28079 Madrid;2807911 Madrid distrito 11;2807911048 Madrid sección 11048;Índice de Gini;2017;39,3
28079 Madrid;2807911 Madrid distrito 11;2807911048 Madrid sección 11048;Índice de Gini;2016;38,9
28079 Madrid;2807911 Madrid distrito 11;2807911048 Madrid sección 11048;Índice de Gini;2015;40,4
28079 Madrid;2807911 Madrid distrito 11;2807911048 Madrid sección 11048;Distribución de la renta P80/P20;2023;3,7
28079 Madrid;2807911 Madrid distrito 11;2807911048 Madrid sección 11048;Distribución de la renta P80/P20;2022;3,7
28079 Madrid;2807911 Madrid distrito 11;2807911048 Madrid sección 11048;Distribución de la renta P80/P20;2021;3,8
28079 Madrid;2807911 Madrid distrito 11;2807911048 Madrid sección 11048;Distribución de la renta P80/P20;2020;4,2
28079 Madrid;2807911 Madrid distrito 11;2807911048 Madrid sección 11048;Distribución de la renta P80/P20;2019;4,3
28079 Madrid;2807911 Madrid distrito 11;2807911048 Madrid sección 11048;Distribución de la renta P80/P20;2018;4,7
28079 Madrid;2807911 Madrid distrito 11;2807911048 Madrid sección 11048;Distribución de la renta P80/P20;2017;4,4
28079 Madrid;2807911 Madrid distrito 11;2807911048 Madrid sección 11048;Distribución de la renta P80/P20;2016;4,5
28079 Madrid;2807911 Madrid distrito 11;2807911048 Madrid sección 11048;Distribución de la renta P80/P20;2015;5,2
28079 Madrid;2807911 Madrid distrito 11;2807911049 Madrid sección 11049;Índice de Gini;2023;30,8
28079 Madrid;2807911 Madrid distrito 11;2807911049 Madrid sección 11049;Índice de Gini;2022;31,8
28079 Madrid;2807911 Madrid distrito 11;2807911049 Madrid sección 11049;Índice de Gini;2021;31,5
28079 Madrid;2807911 Madrid distrito 11;2807911049 Madrid sección 11049;Índice de Gini;2020;32,3
28079 Madrid;2807911 Madrid distrito 11;2807911049 Madrid sección 11049;Índice de Gini;2019;31,3
28079 Madrid;2807911 Madrid distrito 11;2807911049 Madrid sección 11049;Índice de Gini;2018;31,8
28079 Madrid;2807911 Madrid distrito 11;2807911049 Madrid sección 11049;Índice de Gini;2017;33,3
28079 Madrid;2807911 Madrid distrito 11;2807911049 Madrid sección 11049;Índice de Gini;2016;33,5
28079 Madrid;2807911 Madrid distrito 11;2807911049 Madrid sección 11049;Índice de Gini;2015;34,2
28079 Madrid;2807911 Madrid distrito 11;2807911049 Madrid sección 11049;Distribución de la renta P80/P20;2023;3,1
28079 Madrid;2807911 Madrid distrito 11;2807911049 Madrid sección 11049;Distribución de la renta P80/P20;2022;3,3
28079 Madrid;2807911 Madrid distrito 11;2807911049 Madrid sección 11049;Distribución de la renta P80/P20;2021;2,9
28079 Madrid;2807911 Madrid distrito 11;2807911049 Madrid sección 11049;Distribución de la renta P80/P20;2020;3,2
28079 Madrid;2807911 Madrid distrito 11;2807911049 Madrid sección 11049;Distribución de la renta P80/P20;2019;3
28079 Madrid;2807911 Madrid distrito 11;2807911049 Madrid sección 11049;Distribución de la renta P80/P20;2018;3,1
28079 Madrid;2807911 Madrid distrito 11;2807911049 Madrid sección 11049;Distribución de la renta P80/P20;2017;3,1
28079 Madrid;2807911 Madrid distrito 11;2807911049 Madrid sección 11049;Distribución de la renta P80/P20;2016;3,2
28079 Madrid;2807911 Madrid distrito 11;2807911049 Madrid sección 11049;Distribución de la renta P80/P20;2015;3,1
28079 Madrid;2807911 Madrid distrito 11;2807911050 Madrid sección 11050;Índice de Gini;2023;29,2
28079 Madrid;2807911 Madrid distrito 11;2807911050 Madrid sección 11050;Índice de Gini;2022;30,6
28079 Madrid;2807911 Madrid distrito 11;2807911050 Madrid sección 11050;Índice de Gini;2021;29,5
28079 Madrid;2807911 Madrid distrito 11;2807911050 Madrid sección 11050;Índice de Gini;2020;30,5
28079 Madrid;2807911 Madrid distrito 11;2807911050 Madrid sección 11050;Índice de Gini;2019;29,2
28079 Madrid;2807911 Madrid distrito 11;2807911050 Madrid sección 11050;Índice de Gini;2018;30,6
28079 Madrid;2807911 Madrid distrito 11;2807911050 Madrid sección 11050;Índice de Gini;2017;30,6
28079 Madrid;2807911 Madrid distrito 11;2807911050 Madrid sección 11050;Índice de Gini;2016;31,3
28079 Madrid;2807911 Madrid distrito 11;2807911050 Madrid sección 11050;Índice de Gini;2015;31,6
28079 Madrid;2807911 Madrid distrito 11;2807911050 Madrid sección 11050;Distribución de la renta P80/P20;2023;2,4
28079 Madrid;2807911 Madrid distrito 11;2807911050 Madrid sección 11050;Distribución de la renta P80/P20;2022;2,5
28079 Madrid;2807911 Madrid distrito 11;2807911050 Madrid sección 11050;Distribución de la renta P80/P20;2021;2,6
28079 Madrid;2807911 Madrid distrito 11;2807911050 Madrid sección 11050;Distribución de la renta P80/P20;2020;2,8
28079 Madrid;2807911 Madrid distrito 11;2807911050 Madrid sección 11050;Distribución de la renta P80/P20;2019;2,6
28079 Madrid;2807911 Madrid distrito 11;2807911050 Madrid sección 11050;Distribución de la renta P80/P20;2018;2,9
28079 Madrid;2807911 Madrid distrito 11;2807911050 Madrid sección 11050;Distribución de la renta P80/P20;2017;3
28079 Madrid;2807911 Madrid distrito 11;2807911050 Madrid sección 11050;Distribución de la renta P80/P20;2016;2,9
28079 Madrid;2807911 Madrid distrito 11;2807911050 Madrid sección 11050;Distribución de la renta P80/P20;2015;2,9
28079 Madrid;2807911 Madrid distrito 11;2807911051 Madrid sección 11051;Índice de Gini;2023;29
28079 Madrid;2807911 Madrid distrito 11;2807911051 Madrid sección 11051;Índice de Gini;2022;29,4
28079 Madrid;2807911 Madrid distrito 11;2807911051 Madrid sección 11051;Índice de Gini;2021;29
28079 Madrid;2807911 Madrid distrito 11;2807911051 Madrid sección 11051;Índice de Gini;2020;30
28079 Madrid;2807911 Madrid distrito 11;2807911051 Madrid sección 11051;Índice de Gini;2019;29,3
28079 Madrid;2807911 Madrid distrito 11;2807911051 Madrid sección 11051;Índice de Gini;2018;30
28079 Madrid;2807911 Madrid distrito 11;2807911051 Madrid sección 11051;Índice de Gini;2017;30,3
28079 Madrid;2807911 Madrid distrito 11;2807911051 Madrid sección 11051;Índice de Gini;2016;31,3
28079 Madrid;2807911 Madrid distrito 11;2807911051 Madrid sección 11051;Índice de Gini;2015;30,1
28079 Madrid;2807911 Madrid distrito 11;2807911051 Madrid sección 11051;Distribución de la renta P80/P20;2023;2,8
28079 Madrid;2807911 Madrid distrito 11;2807911051 Madrid sección 11051;Distribución de la renta P80/P20;2022;2,5
28079 Madrid;2807911 Madrid distrito 11;2807911051 Madrid sección 11051;Distribución de la renta P80/P20;2021;2,4
28079 Madrid;2807911 Madrid distrito 11;2807911051 Madrid sección 11051;Distribución de la renta P80/P20;2020;2,6
28079 Madrid;2807911 Madrid distrito 11;2807911051 Madrid sección 11051;Distribución de la renta P80/P20;2019;2,6
28079 Madrid;2807911 Madrid distrito 11;2807911051 Madrid sección 11051;Distribución de la renta P80/P20;2018;2,8
28079 Madrid;2807911 Madrid distrito 11;2807911051 Madrid sección 11051;Distribución de la renta P80/P20;2017;2,7
28079 Madrid;2807911 Madrid distrito 11;2807911051 Madrid sección 11051;Distribución de la renta P80/P20;2016;2,8
28079 Madrid;2807911 Madrid distrito 11;2807911051 Madrid sección 11051;Distribución de la renta P80/P20;2015;2,8
28079 Madrid;2807911 Madrid distrito 11;2807911054 Madrid sección 11054;Índice de Gini;2023;38,3
28079 Madrid;2807911 Madrid distrito 11;2807911054 Madrid sección 11054;Índice de Gini;2022;37,2
28079 Madrid;2807911 Madrid distrito 11;2807911054 Madrid sección 11054;Índice de Gini;2021;37,4
28079 Madrid;2807911 Madrid distrito 11;2807911054 Madrid sección 11054;Índice de Gini;2020;40,7
28079 Madrid;2807911 Madrid distrito 11;2807911054 Madrid sección 11054;Índice de Gini;2019;39,8
28079 Madrid;2807911 Madrid distrito 11;2807911054 Madrid sección 11054;Índice de Gini;2018;40,9
28079 Madrid;2807911 Madrid distrito 11;2807911054 Madrid sección 11054;Índice de Gini;2017;41,5
28079 Madrid;2807911 Madrid distrito 11;2807911054 Madrid sección 11054;Índice de Gini;2016;42,5
28079 Madrid;2807911 Madrid distrito 11;2807911054 Madrid sección 11054;Índice de Gini;2015;41
28079 Madrid;2807911 Madrid distrito 11;2807911054 Madrid sección 11054;Distribución de la renta P80/P20;2023;3,8
28079 Madrid;2807911 Madrid distrito 11;2807911054 Madrid sección 11054;Distribución de la renta P80/P20;2022;3,6
28079 Madrid;2807911 Madrid distrito 11;2807911054 Madrid sección 11054;Distribución de la renta P80/P20;2021;3,5
28079 Madrid;2807911 Madrid distrito 11;2807911054 Madrid sección 11054;Distribución de la renta P80/P20;2020;4,4
28079 Madrid;2807911 Madrid distrito 11;2807911054 Madrid sección 11054;Distribución de la renta P80/P20;2019;4,2
28079 Madrid;2807911 Madrid distrito 11;2807911054 Madrid sección 11054;Distribución de la renta P80/P20;2018;4,2
28079 Madrid;2807911 Madrid distrito 11;2807911054 Madrid sección 11054;Distribución de la renta P80/P20;2017;4,8
28079 Madrid;2807911 Madrid distrito 11;2807911054 Madrid sección 11054;Distribución de la renta P80/P20;2016;4,8
28079 Madrid;2807911 Madrid distrito 11;2807911054 Madrid sección 11054;Distribución de la renta P80/P20;2015;4,5
28079 Madrid;2807911 Madrid distrito 11;2807911055 Madrid sección 11055;Índice de Gini;2023;30,2
28079 Madrid;2807911 Madrid distrito 11;2807911055 Madrid sección 11055;Índice de Gini;2022;31,6
28079 Madrid;2807911 Madrid distrito 11;2807911055 Madrid sección 11055;Índice de Gini;2021;31,3
28079 Madrid;2807911 Madrid distrito 11;2807911055 Madrid sección 11055;Índice de Gini;2020;32,5
28079 Madrid;2807911 Madrid distrito 11;2807911055 Madrid sección 11055;Índice de Gini;2019;33,7
28079 Madrid;2807911 Madrid distrito 11;2807911055 Madrid sección 11055;Índice de Gini;2018;34,5
28079 Madrid;2807911 Madrid distrito 11;2807911055 Madrid sección 11055;Índice de Gini;2017;34,4
28079 Madrid;2807911 Madrid distrito 11;2807911055 Madrid sección 11055;Índice de Gini;2016;32,7
28079 Madrid;2807911 Madrid distrito 11;2807911055 Madrid sección 11055;Índice de Gini;2015;33,5
28079 Madrid;2807911 Madrid distrito 11;2807911055 Madrid sección 11055;Distribución de la renta P80/P20;2023;2,5
28079 Madrid;2807911 Madrid distrito 11;2807911055 Madrid sección 11055;Distribución de la renta P80/P20;2022;2,8
28079 Madrid;2807911 Madrid distrito 11;2807911055 Madrid sección 11055;Distribución de la renta P80/P20;2021;2,7
28079 Madrid;2807911 Madrid distrito 11;2807911055 Madrid sección 11055;Distribución de la renta P80/P20;2020;2,8
28079 Madrid;2807911 Madrid distrito 11;2807911055 Madrid sección 11055;Distribución de la renta P80/P20;2019;3
28079 Madrid;2807911 Madrid distrito 11;2807911055 Madrid sección 11055;Distribución de la renta P80/P20;2018;3,1
28079 Madrid;2807911 Madrid distrito 11;2807911055 Madrid sección 11055;Distribución de la renta P80/P20;2017;3
28079 Madrid;2807911 Madrid distrito 11;2807911055 Madrid sección 11055;Distribución de la renta P80/P20;2016;2,9
28079 Madrid;2807911 Madrid distrito 11;2807911055 Madrid sección 11055;Distribución de la renta P80/P20;2015;2,7
28079 Madrid;2807911 Madrid distrito 11;2807911056 Madrid sección 11056;Índice de Gini;2023;32,9
28079 Madrid;2807911 Madrid distrito 11;2807911056 Madrid sección 11056;Índice de Gini;2022;32,4
28079 Madrid;2807911 Madrid distrito 11;2807911056 Madrid sección 11056;Índice de Gini;2021;28,9
28079 Madrid;2807911 Madrid distrito 11;2807911056 Madrid sección 11056;Índice de Gini;2020;29,3
28079 Madrid;2807911 Madrid distrito 11;2807911056 Madrid sección 11056;Índice de Gini;2019;29,7
28079 Madrid;2807911 Madrid distrito 11;2807911056 Madrid sección 11056;Índice de Gini;2018;31,4
28079 Madrid;2807911 Madrid distrito 11;2807911056 Madrid sección 11056;Índice de Gini;2017;32,9
28079 Madrid;2807911 Madrid distrito 11;2807911056 Madrid sección 11056;Índice de Gini;2016;30,9
28079 Madrid;2807911 Madrid distrito 11;2807911056 Madrid sección 11056;Índice de Gini;2015;30
28079 Madrid;2807911 Madrid distrito 11;2807911056 Madrid sección 11056;Distribución de la renta P80/P20;2023;3,1
28079 Madrid;2807911 Madrid distrito 11;2807911056 Madrid sección 11056;Distribución de la renta P80/P20;2022;3,3
28079 Madrid;2807911 Madrid distrito 11;2807911056 Madrid sección 11056;Distribución de la renta P80/P20;2021;2,6
28079 Madrid;2807911 Madrid distrito 11;2807911056 Madrid sección 11056;Distribución de la renta P80/P20;2020;2,7
28079 Madrid;2807911 Madrid distrito 11;2807911056 Madrid sección 11056;Distribución de la renta P80/P20;2019;2,8
28079 Madrid;2807911 Madrid distrito 11;2807911056 Madrid sección 11056;Distribución de la renta P80/P20;2018;2,9
28079 Madrid;2807911 Madrid distrito 11;2807911056 Madrid sección 11056;Distribución de la renta P80/P20;2017;3,2
28079 Madrid;2807911 Madrid distrito 11;2807911056 Madrid sección 11056;Distribución de la renta P80/P20;2016;2,8
28079 Madrid;2807911 Madrid distrito 11;2807911056 Madrid sección 11056;Distribución de la renta P80/P20;2015;2,7
28079 Madrid;2807911 Madrid distrito 11;2807911057 Madrid sección 11057;Índice de Gini;2023;33
28079 Madrid;2807911 Madrid distrito 11;2807911057 Madrid sección 11057;Índice de Gini;2022;34,2
28079 Madrid;2807911 Madrid distrito 11;2807911057 Madrid sección 11057;Índice de Gini;2021;33,7
28079 Madrid;2807911 Madrid distrito 11;2807911057 Madrid sección 11057;Índice de Gini;2020;32,9
28079 Madrid;2807911 Madrid distrito 11;2807911057 Madrid sección 11057;Índice de Gini;2019;34,2
28079 Madrid;2807911 Madrid distrito 11;2807911057 Madrid sección 11057;Índice de Gini;2018;34,4
28079 Madrid;2807911 Madrid distrito 11;2807911057 Madrid sección 11057;Índice de Gini;2017;34,8
28079 Madrid;2807911 Madrid distrito 11;2807911057 Madrid sección 11057;Índice de Gini;2016;35,3
28079 Madrid;2807911 Madrid distrito 11;2807911057 Madrid sección 11057;Índice de Gini;2015;35,7
28079 Madrid;2807911 Madrid distrito 11;2807911057 Madrid sección 11057;Distribución de la renta P80/P20;2023;2,9
28079 Madrid;2807911 Madrid distrito 11;2807911057 Madrid sección 11057;Distribución de la renta P80/P20;2022;3
28079 Madrid;2807911 Madrid distrito 11;2807911057 Madrid sección 11057;Distribución de la renta P80/P20;2021;3,1
28079 Madrid;2807911 Madrid distrito 11;2807911057 Madrid sección 11057;Distribución de la renta P80/P20;2020;2,7
28079 Madrid;2807911 Madrid distrito 11;2807911057 Madrid sección 11057;Distribución de la renta P80/P20;2019;3,1
28079 Madrid;2807911 Madrid distrito 11;2807911057 Madrid sección 11057;Distribución de la renta P80/P20;2018;2,8
28079 Madrid;2807911 Madrid distrito 11;2807911057 Madrid sección 11057;Distribución de la renta P80/P20;2017;3,1
28079 Madrid;2807911 Madrid distrito 11;2807911057 Madrid sección 11057;Distribución de la renta P80/P20;2016;3
28079 Madrid;2807911 Madrid distrito 11;2807911057 Madrid sección 11057;Distribución de la renta P80/P20;2015;3,4
28079 Madrid;2807911 Madrid distrito 11;2807911058 Madrid sección 11058;Índice de Gini;2023;32,2
28079 Madrid;2807911 Madrid distrito 11;2807911058 Madrid sección 11058;Índice de Gini;2022;32,8
28079 Madrid;2807911 Madrid distrito 11;2807911058 Madrid sección 11058;Índice de Gini;2021;34,6
28079 Madrid;2807911 Madrid distrito 11;2807911058 Madrid sección 11058;Índice de Gini;2020;34,3
28079 Madrid;2807911 Madrid distrito 11;2807911058 Madrid sección 11058;Índice de Gini;2019;34,6
28079 Madrid;2807911 Madrid distrito 11;2807911058 Madrid sección 11058;Índice de Gini;2018;33,8
28079 Madrid;2807911 Madrid distrito 11;2807911058 Madrid sección 11058;Índice de Gini;2017;34,6
28079 Madrid;2807911 Madrid distrito 11;2807911058 Madrid sección 11058;Índice de Gini;2016;35
28079 Madrid;2807911 Madrid distrito 11;2807911058 Madrid sección 11058;Índice de Gini;2015;33,5
28079 Madrid;2807911 Madrid distrito 11;2807911058 Madrid sección 11058;Distribución de la renta P80/P20;2023;2,8
28079 Madrid;2807911 Madrid distrito 11;2807911058 Madrid sección 11058;Distribución de la renta P80/P20;2022;3
28079 Madrid;2807911 Madrid distrito 11;2807911058 Madrid sección 11058;Distribución de la renta P80/P20;2021;2,9
28079 Madrid;2807911 Madrid distrito 11;2807911058 Madrid sección 11058;Distribución de la renta P80/P20;2020;3
28079 Madrid;2807911 Madrid distrito 11;2807911058 Madrid sección 11058;Distribución de la renta P80/P20;2019;3,1
28079 Madrid;2807911 Madrid distrito 11;2807911058 Madrid sección 11058;Distribución de la renta P80/P20;2018;3,2
28079 Madrid;2807911 Madrid distrito 11;2807911058 Madrid sección 11058;Distribución de la renta P80/P20;2017;3,1
28079 Madrid;2807911 Madrid distrito 11;2807911058 Madrid sección 11058;Distribución de la renta P80/P20;2016;3,2
28079 Madrid;2807911 Madrid distrito 11;2807911058 Madrid sección 11058;Distribución de la renta P80/P20;2015;2,8
28079 Madrid;2807911 Madrid distrito 11;2807911059 Madrid sección 11059;Índice de Gini;2023;33,2
28079 Madrid;2807911 Madrid distrito 11;2807911059 Madrid sección 11059;Índice de Gini;2022;32,5
28079 Madrid;2807911 Madrid distrito 11;2807911059 Madrid sección 11059;Índice de Gini;2021;33,6
28079 Madrid;2807911 Madrid distrito 11;2807911059 Madrid sección 11059;Índice de Gini;2020;36,2
28079 Madrid;2807911 Madrid distrito 11;2807911059 Madrid sección 11059;Índice de Gini;2019;33,4
28079 Madrid;2807911 Madrid distrito 11;2807911059 Madrid sección 11059;Índice de Gini;2018;33,3
28079 Madrid;2807911 Madrid distrito 11;2807911059 Madrid sección 11059;Índice de Gini;2017;33,7
28079 Madrid;2807911 Madrid distrito 11;2807911059 Madrid sección 11059;Índice de Gini;2016;33,4
28079 Madrid;2807911 Madrid distrito 11;2807911059 Madrid sección 11059;Índice de Gini;2015;33,6
28079 Madrid;2807911 Madrid distrito 11;2807911059 Madrid sección 11059;Distribución de la renta P80/P20;2023;3,1
28079 Madrid;2807911 Madrid distrito 11;2807911059 Madrid sección 11059;Distribución de la renta P80/P20;2022;2,8
28079 Madrid;2807911 Madrid distrito 11;2807911059 Madrid sección 11059;Distribución de la renta P80/P20;2021;2,9
28079 Madrid;2807911 Madrid distrito 11;2807911059 Madrid sección 11059;Distribución de la renta P80/P20;2020;3,4
28079 Madrid;2807911 Madrid distrito 11;2807911059 Madrid sección 11059;Distribución de la renta P80/P20;2019;3,1
28079 Madrid;2807911 Madrid distrito 11;2807911059 Madrid sección 11059;Distribución de la renta P80/P20;2018;2,7
28079 Madrid;2807911 Madrid distrito 11;2807911059 Madrid sección 11059;Distribución de la renta P80/P20;2017;2,9
28079 Madrid;2807911 Madrid distrito 11;2807911059 Madrid sección 11059;Distribución de la renta P80/P20;2016;2,6
